StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,Consent_Form_1,Consent_Form_2,Consent_Form_3,Consent_Form_4,Consent_Form_5,Consent_Form_6,Q54,Q7_First_Click,Q7_Last_Click,Q7_Page_Submit,Q7_Click_Count,Prolific_ID,Well_being_1,Well_being_2,Well_being_3,Well_being_4,Well_being_5,Productivity_1,Productivity_4,Productivity_1.0,Productivity_1.1,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q36_First_Click,Q36_Last_Click,Q36_Page_Submit,Q36_Click_Count,Boredom_1,Boredom_2,Boredom_3,Boredom_4,Boredom_5,Boredom_6,Boredom_7,Boredom_8,Compliance_1,Compliance_2,Compliance_3,Conspiracy_beliefs_1,Conspiracy_beliefs_2,Conspiracy_beliefs_3,Conspiracy_beliefs_4,Conspiracy_beliefs_5,Brief_COPE_1,Brief_COPE_2,Brief_COPE_3,Brief_COPE_4,Brief_COPE_5,Brief_COPE_6,Brief_COPE_7,Brief_COPE_8,Brief_COPE_9,Brief_COPE_10,Brief_COPE_11,Brief_COPE_12,Brief_COPE_13,Brief_COPE_14,Brief_COPE_15,Brief_COPE_16,Brief_COPE_17,Brief_COPE_18,Brief_COPE_19,Brief_COPE_20,Brief_COPE_21,Brief_COPE_22,Brief_COPE_23,Brief_COPE_24,Brief_COPE_25,Brief_COPE_26,Brief_COPE_27,Brief_COPE_28,Q37_First_Click,Q37_Last_Click,Q37_Page_Submit,Q37_Click_Count,psychological_needs_1,psychological_needs_2,psychological_needs_3,psychological_needs_4,psychological_needs_5,psychological_needs_6,psychological_needs_7,psychological_needs_8,psychological_needs_9,psychological_needs_10,psychological_needs_11,psychological_needs_12,psychological_needs_13,psychological_needs_14,psychological_needs_15,psychological_needs_16,psychological_needs_17,psychological_needs_18,Office_set_up_1,Office_set_up_2,Office_set_up_3,communication_1,communication_2,communication_3,Quality_of_Sleep_1,Stress_1,Stress_2,Stress_3,Stress_4,Daily_Routines_1,Daily_Routines_2,Daily_Routines_3,Self_Control_1,Self_Control_2,Self_Control_3,Technological_Skills_1,Volunteering_1,Volunteering_2,Volunteering_3,Extraversion_1,Extraversion_2,Extraversion_3,Extraversion_4,Q38_First_Click,Q38_Last_Click,Q38_Page_Submit,Q38_Click_Count,Diet_1,Diet_2,Distractions_at_home_1,Distractions_at_home_2,Exercising,Exercising.0,Exercising.1,Financial_Situation_1,Financial_Situation_2,Generalized_Anxiety_1,Generalized_Anxiety_2,Generalized_Anxiety_3,Generalized_Anxiety_4,Generalized_Anxiety_5,Generalized_Anxiety_6,Generalized_Anxiety_7,Anxiety_COVID_19_1,Anxiety_COVID_19_2,Loneliness_1,Loneliness_2,Loneliness_3,Loneliness_2_1,Loneliness_2_2,Loneliness_2_3,Mental_exercise_1,Mental_exercise_2,MWMS_1,MWMS_2,MWMS_3,MWMS_4,MWMS_5,MWMS_6,MWMS_7,MWMS_8,MWMS_9,social_contacts_1,social_contacts_2,social_contacts_3,Q41,Q41_6_TEXT,Q43,Q43_3_TEXT,Q45,Q52,Age,Q58,Q59_3,Q59_4,Q59_9,Q59_10,Q59_11,Babies,Toddlers,Children,Teenager,Adults,Q49_1,Q49_2,Q49_3,Q49_4,Income,Time_remote,Q54_1,Q54_2,Q54_3,Q54_1_TEXT,Q54_2_TEXT,Q54_3_TEXT,Q53,IMC1,IMC_FAIL,Test1,Test2,Test3,N1,N2,N3,N4,P1,P2,P3,P4,M1,M2,M3,M4,O1,C1,HE03,HE04,E1,H1,HE07,HE08,HE09,X2,HE11,HE12,O3,C3,A3,X3,HE17,HE18,O4,HE20,A4,HE22,E4,HE24,NCS01,NCS02,NCS03,NCS04,NCS05,NCS06,ProlificID,How_old_are_you,Gender,Country,Country_Other,Degree,Degree_Other,Q9,Q9_19_TEXT,Q17,Q17_23_TEXT,Q18,Q19,Q20,Q21,Q22,Q23,Q23_66_TEXT,Q24,Q24_81_TEXT,Q25,Q25_88_TEXT,Years_IT,Q55,Q56,Q57,A1,X1,O2,C2,A2,E2,H2,E3,H3,C4,X4,H4,NCS03R,NCS04R,M,P,N,H,E,Ext,A,C,O,Nn,OS,G,StartDate2,EndDate2,Status2,Progress2,Duration__in_seconds_2,Finished2,RecordedDate2,ResponseId2,Consent_Form_12,Consent_Form_22,Consent_Form_32,Consent_Form_42,Consent_Form_52,Consent_Form_62,Q542,Q7_First_Click2,Q7_Last_Click2,Q7_Page_Submit2,Q7_Click_Count2,Q622,Well_being_12,Well_being_22,Well_being_32,Well_being_42,Well_being_52,Productivity_12,Productivity_42,Productivity_1.02,Productivity_1.12,Q53_1_2,Q53_22,Q53_32,Q53_42,Q53_52,Q53_62,Q53_72,Q53_82,Q53_92,Q53_102,Q53_112,Q53_122,Q53_132,Q53_142,Q53_152,Q36_First_Click2,Q36_Last_Click2,Q36_Page_Submit2,Q36_Click_Count2,Boredom_12,Boredom_22,Boredom_32,Boredom_42,Boredom_52,Boredom_62,Boredom_72,Boredom_82,Brief_COPE_1.2,Brief_COPE_2.2,Brief_COPE_3.2,Brief_COPE_4.2,Q37_First_Click2,Q37_Last_Click2,Q37_Page_Submit2,Q37_Click_Count2,psychological_needs_1_2,psychological_needs_22,psychological_needs_32,psychological_needs_42,psychological_needs_52,psychological_needs_62,psychological_needs_72,psychological_needs_82,psychological_needs_92,psychological_needs_102,psychological_needs_112,psychological_needs_122,psychological_needs_132,psychological_needs_142,psychological_needs_152,psychological_needs_162,psychological_needs_172,psychological_needs_182,communication_12,communication_22,communication_32,Quality_of_Sleep_12,Stress_12,Stress_22,Stress_32,Stress_42,Daily_Routines_12,Daily_Routines_22,Daily_Routines_32,Extraversion_12,Extraversion_22,Extraversion_32,Extraversion_42,Q38_First_Click2,Q38_Last_Click2,Q38_Page_Submit2,Q38_Click_Count2,Distractions_at_home_12,Distractions_at_home_22,Generalized_Anxiety_12,Generalized_Anxiety_22,Generalized_Anxiety_32,Generalized_Anxiety_42,Generalized_Anxiety_52,Generalized_Anxiety_62,Generalized_Anxiety_72,Loneliness_12,Loneliness_22,Loneliness_32,Q672,Q682,Loneliness_2_12,Loneliness_2_22,Loneliness_2_32,social_contacts_12,social_contacts_22,social_contacts_32,Q64_12,Q64_22,Q522,Q612,Q63_12,Comments2
4/27/2020 2:15:11,4/27/2020 2:43:51,0,100,1719,1,4/27/2020 2:43:51, ,1,1,1,1,1,1,4,2.798,11.005,12.015,11, ,20,18,19,19,20,37,40,90,30, , , , , , , , , , , , , , , ,3.982,344.942,444.202,30,12,12,12,12,13,12,13,12,8,8,8,11,11,11,11,11,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,5,6,7,6,6,6,3.576,133.415,134.229,64,2,3,4,2,4,5,4,2,4,1,4,4,4,4,4,4,4,1,16,16,15,5,5,5,5,4,3,3,3,4,6,5,3,3,4,26,5,4,4,1,4,4,4,137.81,439.739,440.934,52,13,13,23,23,0,0,7,9,8,4,4,4,4,4,4,4,4,4,37,37,37,41,40,40,16,15,5,5,5,5,5,4,4,4,4,4,4,4,2, ,1, , ,1,31,4, ,1, , ,1, ,1, , ,1, , , ,1,6,31,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,1,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,4.411,26.382,119.298,11,1,20,20,20,20,20,40,40,75,41, , , , , , , , , , , , , , , ,2.83,394.33,395.353,50,16,16,15,16,15,16,16,16,7,7,7,7,76.852,88.644,89.491,15,4,2,4,3,4,3,3,2,1,2,3,1,5,4,3,1,5,2,6,6,6,5,5,5,5,5,5,6,7,1,4,5,4,2.874,389.476,390.432,40,21,23,1,4,4,4,4,4,4,37,38,37,3, ,40,40,40,5,5,5,2,2,1,3,0, 
4/26/2020 8:50:56,4/26/2020 9:02:02,0,100,665,1,4/26/2020 9:02:03, ,1,1,1,1,1,1,4,2.553,20.981,26.202,10, ,19,18,19,19,18,40,40,73,-6, , , , , , , , , , , , , , , ,3.295,143.269,144.539,50,12,12,13,12,11,11,11,12,8,7,8,11,13,11,12,11,6,6,5,4,7,4,7,4,4,7,4,6,4,8,7,7,5,6,4,7,5,4,7,7,7,4,4,6,4.04,132.037,132.813,58,2,3,2,1,1,1,4,2,4,1,4,2,4,2,3,1,3,1,16,15,17,6,5,5,5,1,4,4,1,5,4,6,4,1,1,27,1,6,6,1,4,4,1,1.492,127.799,128.99,62,12,13,21,20,7,4.6,1.5,8,8,1,1,1,4,1,1,1,4,4,37,40,37,40,41,40,17,11,4,4,2,6,5,2,4,5,6,5,5,4,2, ,2, ,49,1,51,4,1,1,1,1,1,0,0,1,1,2, ,1, , ,9,8,1,1,1,6,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,1,10, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,1.311,8.584,10.018,11,2,18,19,20,20,17,41,41,40,-1, , , , , , , , , , , , , , , ,2.502,78.252,79.229,36,12,12,14,14,12,12,12,11,4,4,4,4,1.905,30.397,31.606,15,3,3,2,3,1,1,5,1,4,1,4,2,3,3,2,1,4,1,4,4,4,4,4,4,4,1,4,4,6,1,4,4,2,2.159,113.205,115.057,42,20,23,1,1,1,4,1,4,1,37,39,37,3,both have needs for contact,40,41,41,5,5,4,5,5,1,3,7,I want to go out to eat at my favorite restaurant
4/26/2020 11:10:13,4/26/2020 11:27:08,0,100,1014,1,4/26/2020 11:27:08, ,1,1,1,1,1,1,4,1.566,38.074,41.683,15, ,15,16,15,15,15,36,40,100,1, , , , , , , , , , , , , , , ,1.79,102.046,102.775,46,14,14,14,14,14,14,14,14,7,7,8,12,14,11,11,11,7,5,7,4,4,6,8,8,6,6,4,5,8,8,6,6,6, ,7,8,7,4,6,6,8,7,4,4,4.975,270.127,270.138,110,3,3,3,4,3,3,4,4,3,3,4,4,2,3,3,4,4,3,16,17,14,2,3,4,1,5,1,1,3,4,4,4,1,5,5,27,4,6,5,1,4,5,3,6.442,221.162,222.006,79,1,3,21,22,0,0,4,7,7,9,10,10,9,5,10,10,4,5,41,39,39,40,40,40,16,14,4,3,3,1,1,4,3,4,4,4,4,3,2, ,3,Portugal, ,1,37,4,1,1,1,1,1,0,0,0,0,2, ,1, , ,4,100,1,1,1,0,1,0,NA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,1,3,Portugal,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,11.454,36.454,39.646,13,1,18,16,18,17,17,35,40,88,-1, , , , , , , , , , , , , , , ,4.682,139.207,141.832,58,14,16,16,14,16,15,12,12,6,7,6,6,9.264,129.956,130.61,24,2,2,3,4,3,3,3,3,3,4,3,3,5,3,3,3,3,3,2,2,2,1,4,2,2,3,4,6,6,1,4,5,3,38.79,226.916,227.695,59,21,23,9,9,10,4,5,10,10,40,38,37,4,Because extroverts have more need of relationships with people,39,39,39,3,4,5,5,5,3,1,51, 
4/27/2020 15:56:09,4/27/2020 16:08:51,0,100,761,1,4/27/2020 16:08:51, ,1,1,1,1,1,1,4,6.907,13.34,14.943,7, ,21,21,21,21,21,35,35,100,-25, , , , , , , , , , , , , , , ,6.723,148.508,150.082,33,11,12,11,11,11,11,11,11,7,7,8,11,11,11,11,11,6,6,4,4,6,4,7,4,4,6,4,7,5,5,6,4,7,6,7,6,5,4,5,6,7,4,4,6,4.402,186.203,186.881,49,4,2,5,1,5,1,5,1,5,1,5,1,5,5,5,4,3,1,17,17,15,6,6,6,4,1,5,5,1,4,2,5,2,5,1,28,2,7,7,1,3,4,1,3.691,165.007,165.706,44,11,12,21,21,3,4,3,11,11,1,1,1,1,1,1,1,2,2,37,39,37,41,41,41,17,14,5,5,5,3,7,7,7,5,5,6,6,5,2, ,1, , ,1,25,4,1,1,1,1,1,0,0,0,0,3,1, , , ,8,10,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,1,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,13.78,19.076,20.579,8,1,20,21,21,21,20,30,37,100,-50, , , , , , , , , , , , , , , ,2.831,92.215,93.466,17,11,13,15,14,13,11,14,11,4,4,4,4,7.777,65.006,66.062,12,3,2,4,1,3,1,4,1,4,1,5,1,5,1,3,3,4,1,4,6,5,4,2,5,4,1,3,5,6,1,3,4,1,9.276,133.346,134.09,36,21,21,4,1,1,1,1,4,1,37,39,37,3,Introverts may struggle with family or housemates being around for longer; extroverts could find it difficult that they can't go meet their friends,41,41,41,5,5,4,5,3,1,3,0, 
4/26/2020 7:51:52,4/26/2020 8:10:46,0,100,1133,1,4/26/2020 8:10:47, ,1,1,1,1,1,1,4,4.758,48.57,49.972,8, ,19,19,19,20,19,65,60,100,15, , , , , , , , , , , , , , , ,8.825,238.74,240.514,41,12,12,15,12,12,12,11,12,8,7,6,12,12,12,12,12,6,6,4,4,5,6,5,4,5,5,4,7,4,4,5,5,6,6,6,8,4,4,4,7,6,4,4,6,12.268,248.549,249.209,57,5,1,5,1,5,1,4,3,4,2,4,1,2,3,5,3,5,1,17,17,15,5,6,5,7,2,5,4,1,6,7,6,4,1,1,27,1,1,5,1,3,4,2,6.592,246.982,248.388,50,12,11,21,24,2,6,2,8,8,1,1,1,4,1,1,1,3,3,37,38,37,41,41,41,16,15,5,5,3,3,5,4,6,5,6,6,6,6,2, ,3,Poland, ,1,26,3, , , , , , , , , , , ,1, , ,5,15,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,1,3,Poland,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,20.649,35.165,37.928,7,1,19,19,19,20,19,45,40,85,-15, , , , , , , , , , , , , , , ,3.211,171.711,173.47,32,12,12,14,12,11,12,11,12,4,6,4,5,6.586,64.647,65.289,18,2,3,2,1,2,1,3,3,1,1,3,2,2,3,4,3,3,1,5,6,5,5,1,4,4,2,5,6,6,1,4,4,4,3.432,159.722,160.172,38,21,24,4,1,4,4,1,1,1,37,39,37,4,I think extroverts suffer more in the current situation because of their nature. I think that introverts tolerate isolation a bit easier.,41,39,41,6,6,3,5,5,1,2,25, 
4/27/2020 11:57:08,4/27/2020 12:18:37,0,100,1288,1,4/27/2020 12:18:37, ,1,1,1,1,1,1,4,63.021,87.187,87.967,8, ,19,20,20,20,20,50,39,70,-5, , , , , , , , , , , , , , , ,12.656,246.235,247.799,34,11,11,15,11,12,11,11,11,8,8,8,12,12,11,12,11,4,4,4,5,8,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6.75,200.115,201.958,46,3,3,3,2,5,4,4,1,4,1,4,2,4,2,1,3,4,1,15,15,13,4,4,5,3,2,4,4,3,7,7,7,4,2,2,27,1,7,7,1,3,5,1,7.753,250.627,251.799,49,12,12,21,23,2.5,6,0,9,9,1,1,1,1,1, , ,3,3,37,40,37,40,40,39,17,17,5,5,1,5,6,1,6,6,6,5,5,3,2, ,3,Ireland, ,1,24,4,1,1,1,1,1,0,0,0,0,1, ,1, , ,7,100,1,1,1,4,4,0,N/A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,1,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,9.853,40.644,41.672,18,1,19,19,18,17,19,50,39,60,-10, , , , , , , , , , , , , , , ,2.223,109.536,110.005,63,13,14,13,13,13,13,13,13,5,6,5,5,2.101,105.694,109.274,24,3,3,4,3,5,3,3,3,3,4,4,3,4,3,2,4,2,2,3,3,2,1,2,4,3,2,4,7,4,2,4,5,2,5.901,207.771,209.021,78,21,21,4,4,4,4,4,5,4,38,40,38,4,Extroverts are more outgoing and rely on interaction with others more so than intorverts,39,39,39,4,4,1,9,9,1,3,0, 
4/27/2020 3:16:51,4/27/2020 3:35:22,0,100,1110,1,4/27/2020 3:35:23, ,1,1,1,1,1,1,4,37.418,56.576,57.636,7, ,18,19,19,19,17,40,40,50,10, , , , , , , , , , , , , , , ,7.838,175.53,176.601,43,12,11,13,14,13,11,11,11,8,8,8,11,12,11,11,11,4,5,4,4,5,4,6,4,5,6,4,5,5,4,5,4,5,6,4,8,5,4,4,6,5,4,4,6,7.631,222.914,223.566,50,3,1,2,2,2,3,2,3,2,3,2,2,4,3,4,2,2,1,15,15,13,4,4,4,2,3,3,3,3,6,7,5,2,4,2,27,1,4,3,2,1,3,2,15.419,292.352,293.405,50,11,14,21,23,5,2,0,5,5,4,4,4,5,5,5,1,3,3,37,37,38,40,39,40,16,11,2,2,3,3,3,3,5,4,6,4,4,5,2, ,1, , ,1,41,4,1,1,1,1,1,0,1,2,0,1, ,1, , ,6,93,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,1,9, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,14.077,21.964,22.845,7,1,20,20,20,20,19,40,40,50,-10, , , , , , , , , , , , , , , ,3.125,115.373,116.125,36,11,11,13,12,12,11,11,11,5,4,5,4,8.34,77.324,77.998,16,4,1,4,2,3,1,4,4,3,2,3,3,4,2,3,2,4,1,4,4,4,3,4,4,3,3,6,7,7,2,1,4,1,7.306,130.863,131.686,39,21,23,4,1,1,1,4,4,1,37,37,37,4,"Extroverts need an audience but there is less of one currently. Introverts at least in some cases would feel the life they want to live is much more legitimate now, seen less as an unusual choice.",39,39,40,5,5,6,3,3,1,3,0, 
4/28/2020 0:51:57,4/28/2020 1:05:47,0,100,829,1,4/28/2020 1:05:48, ,1,1,1,1,1,1,4,13.135,21.453,23.822,7, ,19,19,19,20,19,40,40,87,0, , , , , , , , , , , , , , , ,8.822,227.9,231.008,45,12,12,13,14,12,12,12,12,8,7,8,14,14,11,11,11,4,4,4,4,4,4,6,4,4,4,4,5,4,6,4,4,7,6,5,8,5,4,4,8,4,4,4,6,6.92,155.781,156.588,45,5,1,4,1,5,1,3,3,3,1,3,1,2,2,3,1,4,1,17,17,14,6,6,5,6,4,5,4,1,7,7,5,4,2,3,28,1,5,4,2,3,3,2,6.35,175.925,176.892,45,14,11,21,23,1,1,.5,4,4,1,1,1,1,1,4,1,3,3,37,37,37,39,41,40,16,16,2,2,2,2,2,3,5,5,5,4,4,4,2, ,1, , ,1,41,4, , , ,1,1, , , ,1,1, ,1, , ,5,13,1,1,1,0,0,0,No comments, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41,1,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,4.903,12.643,13.715,7,2,18,18,19,18,19,40,40,84,0, , , , , , , , , , , , , , , ,5.833,414.359,415.927,49,12,12,14,14,12,13,12,11,4,4,4,4,6.555,38.157,39.528,13,4,1,4,1,3,1,4,1,3,1,3,1,4,2,4,1,4,1,5,5,5,7,5,4,4,1,7,7,5,1,3,3,2,4.318,104.879,105.674,36,21,21,1,1,1,1,1,1,1,37,37,37,4,They need a thrill to stimulate their blood flow/endorphins.  Being in lockdown can prevent some of this being achieved.,39,39,39,4,4,4,5,5,1,3,4, 
4/26/2020 7:43:43,4/26/2020 8:01:20,0,100,1056,1,4/26/2020 8:01:20, ,1,1,1,1,1,1,4,10.894,22.079,23.336,7, ,15,15,15,15,15,40,40,49,-30, , , , , , , , , , , , , , , ,8.949,176.072,178.657,36,15,15,15,15,15,16,14,14,8,8,8,11,11,11,11,11,4,6,4,7,4,4,6,4,4,4,7,5,5,6,4,6,4,4,7,6,4,4,4,4,6,6,4,4,10.415,210.474,211.632,44,1,3,3,1,1,2,3,3,2,1,1,4,5,2,1,1,2,1,17,17,15,1,1,3,1,4,3,2,2,1,5,7,1,4,1,26,1,1,1,3,1,1,3,12.707,234.095,236.177,49,3,12,22,22,0,15,0,8,6,4,5,5,5,1,4,1,5,5,38,37,37,39,38,40,12,11,1,1,5,1,5,6,1,1,3,1,1,5,2, ,1, , ,1,51,4,1,1,1,1,1,0,0,0,0,1, ,1, , ,6,30,1,1,1,0,0,0,"I've generally found it hard to focus and get motivated, worried about the virus, job security and finances", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,1,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,5.921,32.869,35.841,9,1,16,15,16,15,15,38,39,20,-39, , , , , , , , , , , , , , , ,9.746,129.422,131.107,28,15,15,14,15,15,15,12,11,4,4,4,4,7.856,265.089,266.101,12,1,1,2,2,1,1,3,2,2,1,2,3,3,1,1,1,3,1,1,1,1,1,3,2,2,3,1,4,2,3,1,1,3,8.565,175.464,176.968,34,21,20,5,5,5,5,1,4,4,39,37,37,4,because they seek others and acceptance,38,37,40,1,1,1,5,5,1,3,0,"The English in this survey isn't great

I have some paranoia about my work situation whilst I am working from home, maybe 80% of my company are at work but I am not and it's playing on my mind"
4/28/2020 12:14:52,4/28/2020 12:35:28,0,100,1235,1,4/28/2020 12:35:29, ,1,1,1,1,1,1,4,11.433,166.498,173.2,9, ,17,17,17,17,17,45,40,80,-30, , , , , , , , , , , , , , , ,5.297,171.816,172.69,58,16,16,16,12,15,15,12,12,8,8,8,12,11,12,11,11,8,7,4,6,7,4,7,4,5,4,6,8,5,7,8,4,8,4,8,8,5,6,4,7,7,4,6,4,2.917,384.305,384.89,61,1,4,1,1,1,1,3,2,2,1,3,1,2,4,1,3,1,2,17,17,17,4,4,4,3,3,3,3,3,2,6,4,4,2,2,28,1,3,4,2,2,3,2,6.331,207.108,208.702,62,14,13,21,22,7,3,2,5,6,5,5,5,9,9,5,1,3,3,40,39,37,39,39,39,13,13,3,3,5,5,5,5,4,4,4,4,4,2,2, ,2, ,51,1,26,4, , , , ,1, , , , ,1, ,1, , ,7,10,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,1,10, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,1.525,8.312,9.364,8,1,17,19,19,19,19,48,40,80,-15, , , , , , , , , , , , , , , ,2.925,181.9,184.93,63,13,13,15,13,13,13,13,12,6,6,6,6,7.447,51.037,51.651,18,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,3,3,2,4,4,4,3,3,3,3,3,2,6,6,2,2,3,2,4.764,110.485,112.226,40,21,23,4,4,4,4,4,4,1,39,38,37,4,"While introverts and extroverts require social contact to remain healthy, extroverts typically require more social contact to maintain their mental health and tend to seek it out more often. Introvert",39,39,39,4,4,2,9,9,1,1,0, 
4/27/2020 1:36:20,4/27/2020 1:53:45,0,100,1045,1,4/27/2020 1:53:45, ,1,1,1,1,1,1,4,12.445,21.34,23.15,7, ,17,18,19,19,20,40,40,95,-10, , , , , , , , , , , , , , , ,7.307,106.429,108.022,36,12,12,12,13,12,13,11,13,7,8,8,11,11,11,12,11,5,7,4,4,6,4,6,4,4,5,4,5,4,6,6,4,6,5,5,6,4,4,6,6,6,4,4,6,4.585,145.272,148.023,49,3,1,3,1,3,1,4,1,3,1,3,1,4,1,3,2,3,1,16,16,16,5,5,5,6,1,4,4,1,6,5,5,4,2,2,27,3,5,5,2,4,4,2,218.92,351.233,352.235,44,13,13,20,23,8,1,0,8,8,1,1,1,1,1,1,1,3,2,37,38,37,40,40,39,15,12,4,4,4,3,4,4,5,6,6,4,4,3,2, ,1, , ,1,48,4,1,1,1,1,1,0,0,1,0,3, ,1, , ,8,80,1,1,1,0,0,0,"You spelt 'children' wrong on the last slide, but great other than that :)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47,1,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,8.844,21.307,23.962,7,1,17,19,19,19,20,40,40,99,-2, , , , , , , , , , , , , , , ,2.814,70.703,73.258,16,11,11,12,12,12,12,11,11,4,4,4,4,5.373,43.165,47.979,14,4,1,4,1,4,1,4,2,4,1,4,1,4,2,4,2,4,1,5,5,5,6,1,4,4,1,6,6,6,2,4,3,1,5.012,95.427,96.248,34,20,24,1,1,1,1,1,1,1,37,38,37,3,"While extroverts may be more used to people around them, and obviously missing that right now, introverts have other distractions that they will be missing out on - such as going outdoors and enjoying",41,41,41,6,6,4,5,5,1,3,2, 
4/26/2020 8:02:08,4/26/2020 8:30:44,0,100,1716,1,4/26/2020 8:30:44, ,1,1,1,1,1,1,4,10.613,30.301,31.495,16, ,17,17,17,18,16,40,40,72,14, , , , , , , , , , , , , , , ,5.377,186.23,186.824,112,15,16,13,15,14,15,13,14,8,8,8,11,11,12,11,11,7,6,4,4,4,4,7,4,4,5,4,6,4,5,7,5,5,5,5,8,5,4,7,6,8,4,4,5,1.4,177.101,178.22,80,2,4,3,2,1,2,4,1,4,1,4,2,2,4,3,2,2,2,17,17,16,6,6,6,3,3,3,3,2,5,2,3,4,1,2,28,3,6,6,1,4,4,3,11.638,206.432,206.853,99,2,3,20,22,1,0,0,5,4,9,4,5,4,5,5,5,5,4,39,39,38,39,39,39,15,13,4,3,3,5,5,1,3,4,5,4,3,4,2, ,3,Ireland, ,1,41,4, , , ,1,1, , , ,1,1, ,1, , ,6,100,1,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41,1,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,11.049,18.244,19.474,7,1,18,17,20,19,16,40,40,75,-15, , , , , , , , , , , , , , , ,2.792,156.601,158.601,18,13,15,12,16,13,15,12,13,4,5,4,4,7.226,43.872,44.943,12,2,4,2,4,1,4,4,3,2,2,3,4,4,4,3,2,3,2,5,4,5,2,3,4,2,3,5,3,2,1,4,4,3,4.1,242.202,243.292,34,22,23,5,9,5,5,4,4,4,39,40,37,4,People who are most used to going out and being with people may feel the worse due to the restrictions,38,38,39,2,2,3,4,6,1,3,0,"At the start I enjoyed having more time at home, but it has slowly grown frustrating, all members of the house are getting short tempered."
